image_filename,steering_angle
2025-06-14_12-51-02.png,0.08
2025-06-14_12-51-05.png,0
2025-06-14_12-51-08.png,0
2025-06-14_12-51-11.png,0
2025-06-14_12-51-14.png,-0.12
2025-06-14_12-51-17.png,0.18
2025-06-14_12-51-21.png,0.18
2025-06-14_12-51-24.png,0.04
2025-06-14_12-51-27.png,0.06
2025-06-14_12-51-30.png,0
2025-06-14_12-51-33.png,-0.08
2025-06-14_12-51-36.png,-0.08
2025-06-14_12-51-39.png,-0.4
2025-06-14_12-51-42.png,-0.1
2025-06-14_12-51-45.png,-0.08
2025-06-14_12-51-48.png,-0.08
2025-06-14_12-51-51.png,-0.12
2025-06-14_12-51-54.png,-0.08
2025-06-14_12-51-57.png,-0.04
2025-06-14_12-52-00.png,-0.02
2025-06-14_12-52-03.png,-0.08
2025-06-14_12-52-06.png,-0.1
2025-06-14_12-52-09.png,-0.04
2025-06-14_12-52-12.png,-0.14
2025-06-14_12-52-15.png,-0.02
2025-06-14_12-53-00.png,0.02
2025-06-14_12-53-03.png,-0.08
2025-06-14_12-53-06.png,0.06
2025-06-14_12-53-09.png,-0.26
2025-06-14_12-53-12.png,0
2025-06-14_12-53-15.png,0.08
2025-06-14_12-53-18.png,-0.04
2025-06-14_12-53-21.png,0.12
2025-06-14_12-53-24.png,-0.06
2025-06-14_15-57-36.png,-0.08
2025-06-14_15-57-39.png,-0.08
2025-06-14_15-57-42.png,-0.16
2025-06-14_15-58-29.png,0.16
2025-06-14_15-58-32.png,0.16
2025-06-14_15-58-44.png,0.16
2025-06-14_15-58-47.png,-0.04
2025-06-14_15-58-50.png,-0.04
2025-06-14_15-58-53.png,-0.5
2025-06-14_15-58-56.png,0.5
2025-06-14_15-58-59.png,0.22
2025-06-14_15-59-02.png,-0.04
2025-06-14_15-59-05.png,-0.26
2025-06-14_15-59-08.png,0.04
2025-06-14_15-59-11.png,-0.04
2025-06-14_15-59-14.png,-0.12
2025-06-14_15-59-17.png,-0.04
2025-06-14_15-59-20.png,-0.04
2025-06-14_15-59-23.png,-0.3
2025-06-14_15-59-26.png,0.06
2025-06-14_15-59-29.png,-0.22
2025-06-14_15-59-32.png,0.04
2025-06-14_15-59-35.png,-0.06
2025-06-14_15-59-38.png,-0.06
2025-06-14_15-59-41.png,-0.1
2025-06-14_15-59-44.png,-0.08
2025-06-14_15-59-47.png,-0.02
2025-06-14_15-59-50.png,-0.12
2025-06-14_15-59-53.png,-0.06
2025-06-14_15-59-56.png,-0.1
2025-06-14_15-59-59.png,-0.04
2025-06-14_16-00-02.png,0
2025-06-14_16-00-05.png,-0.04
2025-06-14_16-00-08.png,0.02
2025-06-14_16-00-11.png,-0.02
2025-06-14_16-00-14.png,0.5
2025-06-14_16-00-17.png,0.08
2025-06-14_16-00-20.png,-0.08
2025-06-14_16-00-23.png,-0.02
2025-06-14_16-00-26.png,0.04
2025-06-14_16-01-43.png,0.04
2025-06-14_16-01-46.png,0
2025-06-14_16-01-49.png,0
2025-06-14_16-01-52.png,0.06
2025-06-14_16-01-55.png,0.02
2025-06-14_16-01-58.png,0.16
2025-06-14_16-02-01.png,0.02
2025-06-14_16-02-04.png,0.08
2025-06-14_16-02-07.png,0.04
2025-06-14_16-02-10.png,0
2025-06-14_16-02-13.png,0.18
2025-06-14_16-02-16.png,0.08
2025-06-14_16-02-19.png,0.08
2025-06-14_16-02-22.png,-0.04
2025-06-14_16-02-25.png,-0.1
2025-06-14_16-02-28.png,-0.1
2025-06-14_16-02-31.png,-0.04
2025-06-14_16-02-34.png,-0.1
2025-06-14_16-02-37.png,-0.06
2025-06-14_16-02-40.png,-0.04
2025-06-14_16-02-43.png,-0.1
2025-06-14_16-02-46.png,0.04
2025-06-14_16-02-49.png,-0.04
2025-06-14_16-02-52.png,0.14
2025-06-14_16-02-55.png,0.02
2025-06-14_16-02-58.png,0.02
2025-06-14_16-03-01.png,0.04
2025-06-14_16-03-04.png,0.02
2025-06-14_16-03-07.png,0.14
2025-06-14_16-03-10.png,0.04
2025-06-14_16-03-13.png,-0.04
2025-06-14_16-03-16.png,-0.08
2025-06-14_16-03-19.png,0.04
2025-06-14_16-03-22.png,0.02
2025-06-14_16-03-25.png,-0.06
2025-06-14_16-03-28.png,0.02
2025-06-14_16-03-31.png,-0.02
2025-06-14_16-03-34.png,0.06
2025-06-14_16-03-37.png,-0.02
2025-06-14_16-03-40.png,0.06
2025-06-14_16-03-43.png,0.04
2025-06-14_16-03-54.png,-0.02
2025-06-14_16-03-57.png,-0.06
2025-06-14_16-04-00.png,0.04
2025-06-14_16-04-03.png,0
2025-06-14_16-04-06.png,-0.02
2025-06-14_16-04-09.png,0.04
2025-06-14_16-04-12.png,0.02
2025-06-14_16-04-15.png,0.06
2025-06-14_16-04-18.png,0.08
2025-06-14_16-04-21.png,0.02
2025-06-14_16-04-24.png,-0.06
2025-06-14_16-04-27.png,-0.06
2025-06-14_16-04-30.png,0
2025-06-14_16-04-33.png,-0.06
2025-06-14_16-04-36.png,0.06
2025-06-14_16-04-39.png,0
2025-06-14_16-04-42.png,-0.06
2025-06-14_16-04-45.png,0.02
2025-06-14_16-04-48.png,0.08
2025-06-14_16-04-51.png,-0.04
2025-06-14_16-04-54.png,-0.04
2025-06-14_16-04-57.png,-0.08
2025-06-14_16-05-00.png,0
2025-06-14_16-05-03.png,0
2025-06-14_16-05-06.png,0
2025-06-14_16-05-09.png,0
2025-06-14_16-05-12.png,0
2025-06-14_16-05-15.png,0
2025-06-14_16-05-18.png,0
2025-06-14_16-05-21.png,0
2025-06-14_16-05-24.png,0
2025-06-14_16-05-27.png,0
2025-06-14_16-05-30.png,0
2025-06-14_16-05-33.png,0
2025-06-14_16-05-36.png,0
2025-06-14_16-05-39.png,0
2025-06-14_16-05-42.png,0
2025-06-14_16-05-45.png,0
2025-06-14_16-05-48.png,0
2025-06-14_16-05-51.png,0
2025-06-14_16-05-54.png,0
2025-06-14_16-05-57.png,-0.02
2025-06-14_16-06-00.png,0.06
2025-06-14_16-06-04.png,0.06
2025-06-14_16-06-07.png,0.06
2025-06-14_16-06-10.png,0.06
2025-06-14_16-06-13.png,0.1
2025-06-14_16-06-16.png,0.02
2025-06-14_16-06-19.png,-0.02
2025-06-14_16-06-22.png,0.04
2025-06-14_16-06-25.png,0.16
2025-06-14_16-06-28.png,0.04
2025-06-14_16-06-31.png,-0.04
2025-06-14_16-06-34.png,0.02
2025-06-14_16-06-37.png,-0.02
2025-06-14_16-06-40.png,0.04
2025-06-14_16-06-43.png,0.02
2025-06-14_16-06-46.png,-0.04
2025-06-14_16-06-49.png,0
2025-06-14_16-06-52.png,0.06
2025-06-14_16-06-55.png,-0.02
2025-06-14_16-06-58.png,-0.04
2025-06-14_16-07-01.png,-0.06
2025-06-14_16-07-04.png,-0.06
2025-06-14_16-07-07.png,0.06
2025-06-14_16-07-10.png,0
2025-06-14_16-07-13.png,0
2025-06-14_16-07-16.png,-0.02
2025-06-14_16-07-19.png,-0.02
2025-06-14_16-07-22.png,0.04
2025-06-14_16-07-25.png,-0.02
2025-06-14_16-07-28.png,0.06
2025-06-14_16-07-31.png,0
2025-06-14_16-07-34.png,0
2025-06-14_16-07-37.png,0
2025-06-14_16-07-40.png,0
2025-06-14_16-07-43.png,0
2025-06-14_16-07-46.png,0
2025-06-14_16-07-49.png,0
2025-06-14_16-07-52.png,0.08
2025-06-14_16-07-55.png,0.08
2025-06-14_16-07-58.png,0.08
2025-06-14_16-08-01.png,0.12
2025-06-14_16-08-04.png,0.12
2025-06-14_16-08-07.png,0
2025-06-14_16-08-10.png,0
2025-06-14_16-08-13.png,-0.04
2025-06-14_16-08-16.png,0.06
2025-06-14_16-08-19.png,-0.02
2025-06-14_16-08-22.png,0
2025-06-14_16-08-25.png,0.02
2025-06-14_16-08-28.png,0
2025-06-14_16-08-31.png,0.06
2025-06-14_16-08-34.png,-0.06
2025-06-14_16-08-37.png,-0.02
2025-06-14_16-08-40.png,-0.02
2025-06-14_16-08-43.png,-0.1
2025-06-14_16-08-46.png,-0.04
2025-06-14_16-08-49.png,0
2025-06-14_16-08-52.png,0
2025-06-14_16-08-55.png,0.02
2025-06-14_16-08-58.png,0.04
2025-06-14_16-09-01.png,-0.04
2025-06-14_16-09-04.png,0
2025-06-14_16-09-07.png,0
2025-06-14_16-09-10.png,0
2025-06-14_16-09-13.png,0
2025-06-14_16-09-16.png,0.08
2025-06-14_16-09-19.png,0.02
2025-06-14_16-09-22.png,0
2025-06-14_16-09-25.png,0
2025-06-14_16-09-28.png,0.04
2025-06-14_16-09-31.png,0.12
2025-06-14_16-09-34.png,0.1
2025-06-14_16-09-37.png,-0.02
2025-06-14_16-09-40.png,0.16
2025-06-14_16-09-43.png,0.02
2025-06-14_16-09-46.png,-0.02
2025-06-14_16-09-49.png,0.02
2025-06-14_16-09-52.png,-0.02
2025-06-14_16-09-55.png,-0.02
2025-06-14_16-09-58.png,0.02
2025-06-14_16-10-20.png,0.02
2025-06-14_16-10-23.png,-0.02
2025-06-14_16-10-26.png,0.04
2025-06-14_16-10-29.png,-0.08
2025-06-14_16-10-32.png,-0.06
2025-06-14_16-10-35.png,-0.04
2025-06-14_16-10-38.png,0.02
2025-06-14_16-10-41.png,-0.04
2025-06-14_16-10-44.png,-0.02
2025-06-14_16-10-47.png,0
2025-06-14_16-10-50.png,0
2025-06-14_16-10-53.png,0
2025-06-14_16-10-56.png,0.04
2025-06-14_16-10-59.png,0.04
2025-06-14_16-11-02.png,0.06
2025-06-14_16-11-05.png,0.12
2025-06-14_16-11-08.png,0.04
2025-06-14_16-11-11.png,0.08
2025-06-14_16-11-15.png,-0.16
2025-06-14_16-11-18.png,-0.16
2025-06-14_16-11-21.png,-0.1
2025-06-14_16-11-24.png,-0.14
2025-06-14_16-11-27.png,-0.02
2025-06-14_16-11-30.png,0.04
2025-06-14_16-11-33.png,0.08
2025-06-14_16-11-36.png,0.12
2025-06-14_16-11-39.png,0
2025-06-14_16-11-42.png,0.1
2025-06-14_16-11-45.png,-0.02
2025-06-14_16-11-48.png,-0.02
2025-06-14_16-11-51.png,-0.04
2025-06-14_16-11-54.png,0.04
2025-06-14_16-11-57.png,0.02
2025-06-14_16-12-00.png,0.02
2025-06-14_16-12-03.png,0.14
2025-06-14_16-12-06.png,0.04
2025-06-14_16-12-09.png,0.12
2025-06-14_16-12-12.png,0.04
2025-06-14_16-12-15.png,0.02
2025-06-14_16-12-18.png,0.02
2025-06-14_16-12-21.png,0.02
2025-06-14_16-12-24.png,0.02
2025-06-14_16-12-27.png,-0.04
2025-06-14_16-12-30.png,0.02
2025-06-14_16-12-33.png,-0.04
2025-06-14_16-12-36.png,0.06
2025-06-14_16-12-39.png,0.1
2025-06-14_16-12-42.png,0.12
2025-06-14_16-12-45.png,0.06
2025-06-14_16-12-48.png,0.12
2025-06-14_16-12-51.png,-0.26
2025-06-14_16-12-54.png,0
2025-06-14_16-12-57.png,-0.14
2025-06-14_16-13-00.png,0.04
2025-06-14_16-13-03.png,-0.08
2025-06-14_16-13-06.png,-0.02
2025-06-14_16-13-09.png,-0.04
2025-06-14_16-13-12.png,0
2025-06-14_16-13-15.png,0
2025-06-14_16-13-18.png,0.06
2025-06-14_16-13-21.png,0.06
2025-06-14_16-13-24.png,0
2025-06-14_16-13-27.png,0.16
2025-06-14_16-13-30.png,0.2
2025-06-14_16-13-33.png,0
2025-06-14_16-13-36.png,0.2
2025-06-14_16-13-39.png,0.04
2025-06-14_16-13-42.png,0.12
2025-06-14_16-13-45.png,0.1
2025-06-14_16-13-48.png,0.04
2025-06-14_16-13-51.png,-0.04
2025-06-14_16-13-54.png,-0.1
2025-06-14_16-13-57.png,-0.04
2025-06-14_16-14-00.png,-0.04
2025-06-14_16-14-03.png,-0.06
2025-06-14_16-14-06.png,-0.06
2025-06-14_16-14-09.png,-0.06
2025-06-14_16-14-12.png,0
2025-06-14_16-14-15.png,0
2025-06-14_16-14-18.png,0
2025-06-14_16-14-21.png,0
2025-06-14_16-14-24.png,0.04
2025-06-14_16-15-14.png,0.04
2025-06-14_16-15-45.png,0.04
2025-06-14_16-17-41.png,0
2025-06-14_16-17-44.png,0
2025-06-14_16-17-47.png,-0.08
2025-06-14_16-17-50.png,0
2025-06-14_16-17-53.png,-0.01
2025-06-14_16-20-29.png,-0.01
2025-06-14_16-21-03.png,-0.01
2025-06-14_16-21-06.png,0.03
2025-06-14_16-21-09.png,0.08
2025-06-14_16-21-12.png,-0.05
2025-06-14_16-21-15.png,0
2025-06-14_16-21-18.png,-0.04
2025-06-14_16-21-21.png,0.03
2025-06-14_16-21-28.png,0.01
2025-06-14_16-21-31.png,0.01
2025-06-14_16-21-34.png,-0.01
2025-06-14_16-21-37.png,0.04
2025-06-14_16-21-40.png,-0.02
2025-06-14_16-21-43.png,0.03
2025-06-14_16-21-46.png,0
2025-06-14_16-21-49.png,-0.04
2025-06-14_16-24-47.png,-0.01
2025-06-14_16-24-50.png,-0.01
2025-06-14_16-24-53.png,0
2025-06-14_16-24-56.png,0
2025-06-14_16-24-59.png,0
2025-06-14_16-25-02.png,-0.05
2025-06-14_16-25-05.png,-0.05
2025-06-14_16-25-08.png,-0.07
2025-06-14_16-25-11.png,-0.09
2025-06-14_16-25-14.png,-0.05
2025-06-14_16-25-17.png,-0.02
2025-06-14_16-25-20.png,-0.08
2025-06-14_16-25-23.png,-0.05
2025-06-14_16-25-26.png,-0.02
2025-06-14_16-25-29.png,0.01
2025-06-14_16-25-48.png,-0.01
2025-06-14_16-25-51.png,-0.01
2025-06-14_16-25-54.png,-0.01
2025-06-14_16-25-57.png,-0.01
2025-06-14_16-26-00.png,-0.01
2025-06-14_16-26-03.png,0.04
2025-06-14_16-26-06.png,0.01
2025-06-14_16-26-09.png,0.04
2025-06-14_16-26-12.png,-0.01
2025-06-14_16-26-15.png,-0.01
2025-06-14_16-26-18.png,-0.05
2025-06-14_16-26-21.png,0
2025-06-14_16-26-24.png,0
2025-06-14_16-26-27.png,0.03
2025-06-14_16-26-30.png,0.03
2025-06-14_16-26-33.png,-0.01
2025-06-14_16-26-36.png,-0.02
2025-06-14_16-26-39.png,0.01
2025-06-14_16-26-42.png,0.01
2025-06-14_16-26-45.png,0.03
2025-06-14_16-26-48.png,-0.03
2025-06-14_16-26-51.png,-0.01
2025-06-14_16-26-54.png,-0.01
2025-06-14_16-26-57.png,0.02
2025-06-14_16-27-00.png,0.02
2025-06-14_16-27-03.png,-0.02
2025-06-14_16-27-06.png,0.02
2025-06-14_16-27-09.png,0.02
2025-06-14_16-27-12.png,-0.02
2025-06-14_16-27-16.png,-0.02
2025-06-14_16-27-19.png,-0.02
2025-06-14_16-27-22.png,-0.02
2025-06-14_16-27-25.png,-0.1
2025-06-14_16-27-28.png,-0.04
2025-06-14_16-27-31.png,-0.06
2025-06-14_16-27-34.png,-0.07
2025-06-14_16-27-37.png,-0.07
2025-06-14_16-27-40.png,-0.03
2025-06-14_16-27-43.png,0
2025-06-14_16-27-46.png,0
2025-06-14_16-27-49.png,-0.03
2025-06-14_16-27-52.png,0.03
2025-06-14_16-27-55.png,-0.01
2025-06-14_16-27-58.png,-0.05
2025-06-14_16-28-01.png,-0.01
2025-06-14_16-28-04.png,-0.01
2025-06-14_16-28-07.png,0.02
2025-06-14_16-28-10.png,-0.01
2025-06-14_16-28-13.png,-0.01
2025-06-14_16-28-16.png,-0.01
2025-06-14_16-28-19.png,-0.01
2025-06-14_16-28-22.png,0.01
2025-06-14_16-28-25.png,0.01
2025-06-14_16-28-28.png,0.01
2025-06-14_16-28-31.png,-0.01
2025-06-14_16-28-34.png,-0.01
2025-06-14_16-28-37.png,0.02
2025-06-14_16-28-40.png,-0.02
2025-06-14_16-28-43.png,-0.02
2025-06-14_16-28-46.png,0.01
2025-06-14_16-28-49.png,0.01
2025-06-14_16-28-57.png,0
2025-06-14_16-29-00.png,0
2025-06-14_16-29-03.png,0
2025-06-14_16-29-06.png,0
2025-06-14_16-29-09.png,-0.05
2025-06-14_16-29-12.png,0
2025-06-14_16-29-15.png,-0.03
2025-06-14_16-29-18.png,-0.05
2025-06-14_16-29-21.png,-0.03
2025-06-14_16-29-24.png,-0.03
2025-06-14_16-29-27.png,-0.05
2025-06-14_16-29-30.png,-0.02
2025-06-14_16-29-33.png,-0.05
2025-06-14_16-29-36.png,-0.03
2025-06-14_16-29-39.png,-0.03
2025-06-14_16-29-42.png,-0.03
2025-06-14_16-29-45.png,-0.03
2025-06-14_16-29-48.png,-0.03
2025-06-14_16-29-51.png,-0.03
2025-06-14_16-29-54.png,0
2025-06-14_16-29-57.png,0
2025-06-14_16-30-00.png,0.01
2025-06-14_16-30-03.png,0.02
2025-06-14_16-30-06.png,-0.01
2025-06-14_16-30-09.png,-0.01
2025-06-14_16-30-12.png,-0.02
2025-06-14_16-30-15.png,0
2025-06-14_16-30-18.png,0
2025-06-14_16-30-21.png,0
2025-06-14_16-30-24.png,0
2025-06-14_16-30-27.png,-0.01
2025-06-14_16-30-30.png,-0.01
2025-06-14_16-30-33.png,-0.01
2025-06-14_16-30-36.png,-0.09
2025-06-14_16-30-39.png,-0.05
2025-06-14_16-30-42.png,-0.08
2025-06-14_16-30-45.png,-0.04
2025-06-14_16-30-48.png,-0.04
2025-06-14_16-30-51.png,-0.11
2025-06-14_16-30-54.png,-0.03
2025-06-14_16-30-57.png,-0.03
2025-06-14_16-31-00.png,-0.03
2025-06-14_16-31-03.png,-0.01
2025-06-14_16-31-06.png,0.02
2025-06-14_16-31-09.png,0.06
2025-06-14_16-31-12.png,0.02
2025-06-14_16-31-15.png,0.11
2025-06-14_16-31-18.png,0.1
2025-06-14_16-31-21.png,0.14
2025-06-14_16-31-24.png,0.03
2025-06-14_16-31-28.png,0
2025-06-14_16-31-31.png,-0.1
2025-06-14_16-31-34.png,0
2025-06-14_16-31-37.png,-0.12
2025-06-14_16-31-40.png,0
2025-06-14_16-31-43.png,-0.08
2025-06-14_16-31-46.png,-0.03
2025-06-14_16-31-49.png,-0.06
2025-06-14_16-31-52.png,-0.05
2025-06-14_16-31-55.png,-0.08
2025-06-14_16-31-58.png,-0.07
2025-06-14_16-32-01.png,-0.04
2025-06-14_16-32-04.png,-0.11
2025-06-14_16-32-07.png,-0.03
2025-06-14_16-32-10.png,-0.02
2025-06-14_16-32-24.png,-0.02
2025-06-14_16-32-27.png,-0.02
2025-06-14_16-32-30.png,-0.05
2025-06-14_16-32-33.png,-0.01
2025-06-14_16-32-36.png,0
2025-06-14_16-32-39.png,-0.01
2025-06-14_16-32-42.png,0
2025-06-14_16-32-45.png,0.03
2025-06-14_16-32-48.png,0.34
2025-06-14_16-32-51.png,0.14
2025-06-14_16-32-54.png,-0.06
2025-06-14_16-32-57.png,-0.08
2025-06-14_16-33-00.png,-0.03
2025-06-14_16-33-03.png,-0.03
2025-06-14_16-33-06.png,-0.18
2025-06-14_16-33-09.png,-0.01
2025-06-14_16-33-12.png,-0.02
2025-06-14_16-33-15.png,-0.02
2025-06-14_16-33-18.png,-0.02
2025-06-14_16-33-21.png,0.01
2025-06-14_16-33-24.png,0
2025-06-14_16-33-27.png,0
2025-06-14_16-33-30.png,0.02
2025-06-14_16-33-33.png,0
2025-06-14_16-33-36.png,-0.02
2025-06-14_16-33-39.png,-0.06
2025-06-14_16-33-42.png,-0.06
2025-06-14_16-33-45.png,-0.08
2025-06-14_16-33-48.png,-0.07
2025-06-14_16-33-51.png,-0.02
2025-06-14_16-33-54.png,-0.08
2025-06-14_16-33-57.png,-0.02
2025-06-14_16-34-00.png,-0.01
2025-06-14_16-34-03.png,-0.01
2025-06-14_16-34-06.png,-0.02
2025-06-14_16-34-09.png,0.04
2025-06-14_16-34-12.png,-0.04
2025-06-14_16-34-15.png,0
2025-06-14_16-34-18.png,-0.03
2025-06-14_16-34-21.png,-0.06
2025-06-14_16-34-24.png,-0.05
2025-06-14_16-34-27.png,-0.08
2025-06-14_16-34-30.png,-0.08
2025-06-14_16-34-33.png,-0.05
2025-06-14_16-34-36.png,-0.06
2025-06-14_16-34-39.png,-0.11
2025-06-14_16-34-42.png,0.14
2025-06-14_16-34-45.png,0.44
2025-06-14_16-34-48.png,-0.01
2025-06-14_16-34-51.png,-0.02
2025-06-14_16-34-54.png,-0.04
2025-06-14_16-34-57.png,-0.08
2025-06-14_16-35-00.png,-0.04
2025-06-14_16-35-03.png,-0.07
2025-06-14_16-35-06.png,-0.07
2025-06-14_16-35-09.png,0
2025-06-14_16-35-12.png,-0.03
2025-06-14_16-35-15.png,-0.01
2025-06-14_16-35-18.png,0
2025-06-14_16-35-21.png,-0.04
2025-06-14_16-35-24.png,0.02
2025-06-14_16-35-27.png,0.02
2025-06-14_16-35-30.png,-0.03
2025-06-14_16-35-33.png,-0.06
2025-06-14_16-35-36.png,-0.07
2025-06-14_16-35-39.png,-0.16
2025-06-14_16-35-42.png,-0.11
2025-06-14_16-35-45.png,-0.05
2025-06-14_16-35-48.png,0.06
2025-06-14_16-35-51.png,-0.01
2025-06-14_16-35-54.png,0.11
2025-06-14_16-35-57.png,0.18
2025-06-14_16-36-00.png,0.1
2025-06-14_16-36-03.png,0.08
2025-06-14_16-36-06.png,-0.05
2025-06-14_16-36-09.png,-0.05
2025-06-14_16-36-12.png,-0.05
2025-06-14_16-36-15.png,-0.09
2025-06-14_16-36-18.png,0
2025-06-14_16-36-21.png,-0.08
2025-06-14_16-36-24.png,-0.1
2025-06-14_16-36-27.png,0
2025-06-14_16-36-30.png,-0.11
2025-06-14_16-36-33.png,-0.07
2025-06-14_16-36-36.png,-0.06
2025-06-14_16-36-39.png,-0.1
2025-06-14_16-36-42.png,-0.06
2025-06-14_16-36-46.png,-0.03
2025-06-14_16-36-49.png,-0.07
2025-06-14_16-36-52.png,-0.01
2025-06-14_16-36-55.png,-0.01
2025-06-14_16-36-58.png,0.01
2025-06-14_16-37-01.png,-0.02
2025-06-14_16-37-04.png,-0.01
2025-06-14_16-37-07.png,0.01
2025-06-14_16-37-10.png,-0.02
2025-06-14_16-37-13.png,0.38
2025-06-14_16-37-16.png,0.18
2025-06-14_16-37-19.png,-0.17
2025-06-14_16-37-22.png,0.01
2025-06-14_16-37-25.png,-0.16
2025-06-14_16-37-28.png,-0.06
2025-06-14_16-37-31.png,0.01
2025-06-14_16-37-34.png,-0.18
2025-06-14_16-37-37.png,-0.03
2025-06-14_16-37-40.png,0.02
2025-06-14_16-37-43.png,-0.06
2025-06-14_16-37-46.png,-0.02
2025-06-14_16-37-49.png,0.01
2025-06-14_16-37-52.png,-0.01
2025-06-14_16-37-55.png,-0.01
2025-06-14_16-37-58.png,-0.01
2025-06-14_16-38-01.png,-0.05
2025-06-14_16-38-04.png,-0.04
2025-06-14_16-38-07.png,-0.07
2025-06-14_16-38-10.png,-0.07
2025-06-14_16-38-13.png,-0.04
2025-06-14_16-38-16.png,-0.04
2025-06-14_16-38-19.png,-0.06
2025-06-14_16-38-22.png,-0.04
2025-06-14_16-38-25.png,0.01
2025-06-14_16-38-28.png,0.01
2025-06-14_16-38-31.png,0.01
2025-06-14_16-38-34.png,-0.02
2025-06-14_16-38-37.png,-0.01
2025-06-14_16-38-40.png,0.01
2025-06-14_16-38-43.png,-0.03
2025-06-14_16-38-46.png,-0.06
2025-06-14_16-38-49.png,-0.06
2025-06-14_16-38-52.png,-0.08
2025-06-14_16-38-55.png,-0.03
2025-06-14_16-38-58.png,-0.1
2025-06-14_16-39-01.png,-0.03
2025-06-14_16-39-04.png,-0.07
2025-06-14_16-39-07.png,0.12
2025-06-14_16-39-10.png,0.47
2025-06-14_16-39-13.png,-0.05
2025-06-14_16-39-16.png,-0.16
2025-06-14_16-39-19.png,-0.04
2025-06-14_16-39-22.png,-0.04
2025-06-14_16-39-25.png,-0.14
2025-06-14_16-39-28.png,-0.06
2025-06-14_16-39-31.png,-0.09
2025-06-14_16-39-34.png,-0.02
2025-06-14_16-39-37.png,0
2025-06-14_16-39-40.png,-0.01
2025-06-14_16-39-43.png,0.03
2025-06-14_16-39-46.png,0
2025-06-14_16-39-49.png,0
2025-06-14_16-39-52.png,0
2025-06-14_16-39-55.png,0
2025-06-14_16-39-58.png,0
2025-06-14_16-40-01.png,0
2025-06-14_16-40-04.png,0
2025-06-14_16-40-07.png,0
2025-06-14_16-40-11.png,0
2025-06-14_16-40-14.png,0
2025-06-14_16-40-17.png,0
2025-06-14_16-40-20.png,0
2025-06-14_16-40-23.png,-0.01
2025-06-14_16-40-26.png,0.04
